,did,name,version,uploader,status,format,MajorityClassSize,MaxNominalAttDistinctValues,MinorityClassSize,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures
2756,41807,FOREX_nzdusd-minute-High,1,1,active,arff,208036.0,2.0,167804.0,2.0,12.0,375840.0,0.0,0.0,11.0,1.0
2757,41808,FOREX_eurgbp-minute-High,1,1,active,arff,202133.0,2.0,173707.0,2.0,12.0,375840.0,0.0,0.0,11.0,1.0
2758,41809,FOREX_audusd-minute-High,1,1,active,arff,207224.0,2.0,168616.0,2.0,12.0,375840.0,0.0,0.0,11.0,1.0
2759,41810,FOREX_audchf-minute-Close,1,1,active,arff,193638.0,2.0,182202.0,2.0,12.0,375840.0,0.0,0.0,11.0,1.0
2760,41811,FOREX_cadchf-day-Close,1,1,active,arff,949.0,2.0,882.0,2.0,12.0,1831.0,0.0,0.0,11.0,1.0
2761,41812,FOREX_eurnok-day-Close,1,1,active,arff,921.0,2.0,916.0,2.0,12.0,1837.0,0.0,0.0,11.0,1.0
2762,41813,FOREX_audsgd-minute-Close,1,1,active,arff,197295.0,2.0,178545.0,2.0,12.0,375840.0,0.0,0.0,11.0,1.0
2763,41814,FOREX_euraud-minute-Close,1,1,active,arff,191301.0,2.0,184539.0,2.0,12.0,375840.0,0.0,0.0,11.0,1.0
2764,41815,FOREX_eurrub-day-Close,1,1,active,arff,918.0,2.0,914.0,2.0,12.0,1832.0,0.0,0.0,11.0,1.0
2765,41816,FOREX_usddkk-hour-High,1,1,active,arff,23306.0,2.0,20519.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2766,41817,FOREX_audusd-minute-Close,1,1,active,arff,195610.0,2.0,180230.0,2.0,12.0,375840.0,0.0,0.0,11.0,1.0
2767,41818,FOREX_euraud-day-Close,1,1,active,arff,946.0,2.0,888.0,2.0,12.0,1834.0,0.0,0.0,11.0,1.0
2768,41819,FOREX_eurrub-minute-High,1,1,active,arff,270976.0,2.0,104864.0,2.0,12.0,375840.0,0.0,0.0,11.0,1.0
2769,41820,FOREX_chfsgd-hour-High,1,1,active,arff,22965.0,2.0,20860.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2770,41821,FOREX_eurpln-day-Close,1,1,active,arff,935.0,2.0,897.0,2.0,12.0,1832.0,0.0,0.0,11.0,1.0
2771,41822,FOREX_audnzd-minute-High,1,1,active,arff,199430.0,2.0,176410.0,2.0,12.0,375840.0,0.0,0.0,11.0,1.0
2772,41823,FOREX_eurcad-minute-High,1,1,active,arff,197225.0,2.0,178615.0,2.0,12.0,375840.0,0.0,0.0,11.0,1.0
2773,41824,FOREX_eurgbp-hour-Close,1,1,active,arff,22040.0,2.0,21785.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2774,41825,FOREX_audnzd-hour-High,1,1,active,arff,22702.0,2.0,21123.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2775,41826,FOREX_eurnzd-day-Close,1,1,active,arff,955.0,2.0,877.0,2.0,12.0,1832.0,0.0,0.0,11.0,1.0
2776,41827,FOREX_euraud-hour-Close,1,1,active,arff,22133.0,2.0,21692.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2777,41828,FOREX_usdcad-hour-High,1,1,active,arff,22732.0,2.0,21093.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2778,41829,FOREX_nzdusd-day-Close,1,1,active,arff,939.0,2.0,889.0,2.0,12.0,1828.0,0.0,0.0,11.0,1.0
2779,41830,FOREX_nzdusd-day-High,1,1,active,arff,939.0,2.0,889.0,2.0,12.0,1828.0,0.0,0.0,11.0,1.0
2780,41831,FOREX_eurdkk-hour-Close,1,1,active,arff,23031.0,2.0,20794.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2781,41832,FOREX_nzdusd-hour-Close,1,1,active,arff,22110.0,2.0,21715.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2782,41833,FOREX_cadjpy-hour-High,1,1,active,arff,22693.0,2.0,21132.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2783,41834,FOREX_usdcad-day-Close,1,1,active,arff,960.0,2.0,873.0,2.0,12.0,1833.0,0.0,0.0,11.0,1.0
2784,41835,FOREX_euraud-hour-High,1,1,active,arff,22869.0,2.0,20956.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2785,41836,FOREX_cadchf-minute-High,1,1,active,arff,201076.0,2.0,174764.0,2.0,12.0,375840.0,0.0,0.0,11.0,1.0
2786,41837,FOREX_audjpy-minute-Close,1,1,active,arff,193109.0,2.0,182731.0,2.0,12.0,375840.0,0.0,0.0,11.0,1.0
2787,41838,FOREX_cadchf-hour-Close,1,1,active,arff,21919.0,2.0,21906.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2788,41839,FOREX_cadjpy-day-High,1,1,active,arff,920.0,2.0,914.0,2.0,12.0,1834.0,0.0,0.0,11.0,1.0
2789,41840,FOREX_eurnok-minute-High,1,1,active,arff,205831.0,2.0,170009.0,2.0,12.0,375840.0,0.0,0.0,11.0,1.0
2790,41841,FOREX_chfsgd-day-Close,1,1,active,arff,933.0,2.0,899.0,2.0,12.0,1832.0,0.0,0.0,11.0,1.0
2791,41842,FOREX_eurchf-hour-High,1,1,active,arff,22452.0,2.0,21373.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2792,41843,FOREX_audusd-hour-High,1,1,active,arff,23210.0,2.0,20615.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2793,41844,FOREX_eurgbp-day-Close,1,1,active,arff,935.0,2.0,900.0,2.0,12.0,1835.0,0.0,0.0,11.0,1.0
2794,41845,FOREX_eurusd-minute-High,1,1,active,arff,206541.0,2.0,169299.0,2.0,12.0,375840.0,0.0,0.0,11.0,1.0
2795,41846,FOREX_eursek-day-Close,1,1,active,arff,925.0,2.0,912.0,2.0,12.0,1837.0,0.0,0.0,11.0,1.0
2796,41847,FOREX_eurdkk-day-High,1,1,active,arff,939.0,2.0,897.0,2.0,12.0,1836.0,0.0,0.0,11.0,1.0
2797,41848,FOREX_chfjpy-day-High,1,1,active,arff,936.0,2.0,896.0,2.0,12.0,1832.0,0.0,0.0,11.0,1.0
2798,41849,FOREX_audsgd-day-Close,1,1,active,arff,923.0,2.0,909.0,2.0,12.0,1832.0,0.0,0.0,11.0,1.0
2799,41850,FOREX_eursek-minute-High,1,1,active,arff,205497.0,2.0,170343.0,2.0,12.0,375840.0,0.0,0.0,11.0,1.0
2800,41851,FOREX_usdjpy-hour-High,1,1,active,arff,23367.0,2.0,20458.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2801,41852,FOREX_eurchf-minute-High,1,1,active,arff,203153.0,2.0,172687.0,2.0,12.0,375840.0,0.0,0.0,11.0,1.0
2802,41853,FOREX_eurnzd-minute-Close,1,1,active,arff,191269.0,2.0,184571.0,2.0,12.0,375840.0,0.0,0.0,11.0,1.0
2803,41854,FOREX_audcad-minute-Close,1,1,active,arff,192180.0,2.0,183660.0,2.0,12.0,375840.0,0.0,0.0,11.0,1.0
2804,41855,FOREX_eurtry-minute-High,1,1,active,arff,208967.0,2.0,166873.0,2.0,12.0,375840.0,0.0,0.0,11.0,1.0
2805,41856,FOREX_eurdkk-hour-High,1,1,active,arff,23910.0,2.0,19915.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2806,41857,FOREX_audjpy-day-Close,1,1,active,arff,957.0,2.0,875.0,2.0,12.0,1832.0,0.0,0.0,11.0,1.0
2807,41858,FOREX_usdchf-day-Close,1,1,active,arff,951.0,2.0,884.0,2.0,12.0,1835.0,0.0,0.0,11.0,1.0
2808,41859,FOREX_eurnok-hour-Close,1,1,active,arff,22018.0,2.0,21807.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2809,41860,FOREX_eurusd-hour-Close,1,1,active,arff,22071.0,2.0,21754.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2810,41861,FOREX_euraud-minute-High,1,1,active,arff,197195.0,2.0,178645.0,2.0,12.0,375840.0,0.0,0.0,11.0,1.0
2811,41862,FOREX_eurrub-hour-Close,1,1,active,arff,30334.0,2.0,13491.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2812,41863,FOREX_eurnok-day-High,1,1,active,arff,950.0,2.0,887.0,2.0,12.0,1837.0,0.0,0.0,11.0,1.0
2813,41864,FOREX_chfsgd-day-High,1,1,active,arff,999.0,2.0,833.0,2.0,12.0,1832.0,0.0,0.0,11.0,1.0
2814,41865,FOREX_audsgd-hour-High,1,1,active,arff,22558.0,2.0,21267.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2815,41866,FOREX_euraud-day-High,1,1,active,arff,934.0,2.0,900.0,2.0,12.0,1834.0,0.0,0.0,11.0,1.0
2816,41867,FOREX_audnzd-day-Close,1,1,active,arff,950.0,2.0,882.0,2.0,12.0,1832.0,0.0,0.0,11.0,1.0
2817,41868,FOREX_eurpln-day-High,1,1,active,arff,969.0,2.0,863.0,2.0,12.0,1832.0,0.0,0.0,11.0,1.0
2818,41869,FOREX_eursgd-minute-Close,1,1,active,arff,191724.0,2.0,184116.0,2.0,12.0,375840.0,0.0,0.0,11.0,1.0
2819,41870,FOREX_chfjpy-hour-Close,1,1,active,arff,21996.0,2.0,21829.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2820,41871,FOREX_usddkk-hour-Close,1,1,active,arff,22050.0,2.0,21775.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2821,41872,FOREX_eurhkd-day-Close,1,1,active,arff,917.0,2.0,915.0,2.0,12.0,1832.0,0.0,0.0,11.0,1.0
2822,41873,FOREX_eurusd-hour-High,1,1,active,arff,23523.0,2.0,20302.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2823,41874,FOREX_eursgd-day-Close,1,1,active,arff,924.0,2.0,908.0,2.0,12.0,1832.0,0.0,0.0,11.0,1.0
2824,41875,FOREX_audchf-day-High,1,1,active,arff,929.0,2.0,904.0,2.0,12.0,1833.0,0.0,0.0,11.0,1.0
2825,41876,FOREX_eurdkk-minute-Close,1,1,active,arff,273731.0,2.0,102109.0,2.0,12.0,375840.0,0.0,0.0,11.0,1.0
2826,41877,FOREX_eurchf-hour-Close,1,1,active,arff,22003.0,2.0,21822.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2827,41878,FOREX_audusd-hour-Close,1,1,active,arff,22098.0,2.0,21727.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2828,41879,FOREX_gbpusd-hour-High,1,1,active,arff,23312.0,2.0,20513.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2829,41880,FOREX_chfsgd-minute-Close,1,1,active,arff,195885.0,2.0,179955.0,2.0,12.0,375840.0,0.0,0.0,11.0,1.0
2830,41881,FOREX_chfjpy-hour-High,1,1,active,arff,22854.0,2.0,20971.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2831,41882,FOREX_audjpy-day-High,1,1,active,arff,941.0,2.0,891.0,2.0,12.0,1832.0,0.0,0.0,11.0,1.0
2832,41883,FOREX_eurnzd-hour-High,1,1,active,arff,22999.0,2.0,20826.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2833,41884,FOREX_nzdusd-hour-High,1,1,active,arff,23184.0,2.0,20641.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2834,41885,FOREX_chfsgd-hour-Close,1,1,active,arff,22278.0,2.0,21547.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2835,41886,FOREX_eurnzd-hour-Close,1,1,active,arff,22350.0,2.0,21475.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2836,41887,FOREX_audsgd-minute-High,1,1,active,arff,202700.0,2.0,173140.0,2.0,12.0,375840.0,0.0,0.0,11.0,1.0
2837,41888,FOREX_audchf-hour-Close,1,1,active,arff,21916.0,2.0,21909.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2838,41889,FOREX_eurjpy-hour-Close,1,1,active,arff,22103.0,2.0,21722.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2839,41890,FOREX_usddkk-minute-High,1,1,active,arff,200928.0,2.0,174912.0,2.0,12.0,375840.0,0.0,0.0,11.0,1.0
2840,41891,FOREX_eurcad-hour-Close,1,1,active,arff,21914.0,2.0,21911.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2841,41892,FOREX_usdchf-minute-High,1,1,active,arff,207306.0,2.0,168534.0,2.0,12.0,375840.0,0.0,0.0,11.0,1.0
2842,41893,FOREX_eursgd-hour-High,1,1,active,arff,22665.0,2.0,21160.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2843,41894,FOREX_eurchf-day-Close,1,1,active,arff,952.0,2.0,881.0,2.0,12.0,1833.0,0.0,0.0,11.0,1.0
2844,41895,FOREX_eurhuf-minute-Close,1,1,active,arff,273138.0,2.0,102702.0,2.0,12.0,375840.0,0.0,0.0,11.0,1.0
2845,41896,FOREX_eursek-hour-Close,1,1,active,arff,22043.0,2.0,21782.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2846,41897,FOREX_usddkk-day-Close,1,1,active,arff,916.0,2.0,916.0,2.0,12.0,1832.0,0.0,0.0,11.0,1.0
2847,41898,FOREX_audnzd-hour-Close,1,1,active,arff,22275.0,2.0,21550.0,2.0,12.0,43825.0,0.0,0.0,11.0,1.0
2848,41899,MultilingualDS,1,8876,active,ARFF,,,,,3.0,65428.0,0.0,0.0,0.0,0.0
2849,41906,Forex,2,8909,active,ARFF,,2.0,,,12.0,375840.0,0.0,0.0,11.0,1.0
2850,41907,branin,1,8911,active,ARFF,,,,,3.0,225.0,0.0,0.0,3.0,0.0
2851,41919,CPMP-2015-runtime-classification,1,8316,active,ARFF,208.0,4.0,78.0,4.0,23.0,527.0,0.0,0.0,22.0,1.0
2852,41928,CPMP-2015-runtime-regression,1,8316,active,ARFF,,4.0,,0.0,24.0,2108.0,0.0,0.0,23.0,1.0
2853,41937,exercises,1,8997,active,ARFF,,2.0,,,8.0,15000.0,0.0,0.0,7.0,1.0
2854,41938,MIP-2016-PAR10-regression,1,8316,active,ARFF,,5.0,,0.0,145.0,1090.0,0.0,0.0,144.0,1.0
2855,41939,MIP-2016-PAR10-classification,1,8316,active,ARFF,84.0,5.0,1.0,5.0,144.0,218.0,0.0,0.0,143.0,1.0
2856,41940,exercises,2,8997,active,ARFF,,2.0,,,8.0,15000.0,0.0,0.0,7.0,1.0
2857,41943,ilpd-numeric,1,8684,active,ARFF,,,,0.0,11.0,583.0,0.0,0.0,11.0,0.0
2858,41944,Sick_numeric,1,8684,active,ARFF,,,,,30.0,3772.0,0.0,0.0,30.0,0.0
2859,41945,ilpd-numeric,2,8684,active,ARFF,416.0,2.0,167.0,2.0,11.0,583.0,0.0,0.0,10.0,1.0
2860,41946,Sick_numeric,2,8684,active,ARFF,3541.0,2.0,231.0,2.0,30.0,3772.0,0.0,0.0,29.0,1.0
2861,41949,Elegibilidade,1,8998,active,ARFF,150572.0,,118605.0,2.0,2.0,269177.0,0.0,0.0,0.0,1.0
2862,41950,iris_test_upload,1,4030,active,ARFF,50.0,3.0,50.0,3.0,5.0,150.0,0.0,0.0,4.0,1.0
2863,41952,TaskCreationTestDataset,1,1159,active,arff,,3.0,,,5.0,150.0,0.0,0.0,4.0,1.0
2864,41953,TaskCreationTestDataset,2,1159,active,arff,,3.0,,,5.0,150.0,0.0,0.0,4.0,1.0
2865,41960,seattlecrime6,1,9035,active,ARFF,131297.0,144.0,1.0,144.0,8.0,523590.0,3615.0,6916.0,2.0,6.0
2866,41961,TaskCreationTestDataset,3,1159,active,arff,,3.0,,,5.0,150.0,0.0,0.0,4.0,1.0
2867,41962,TaskCreationTestDataset,4,1159,active,arff,,3.0,,,5.0,150.0,0.0,0.0,4.0,1.0
2868,41964,USPS,3,9043,active,ARFF,716.0,2.0,708.0,2.0,257.0,1424.0,0.0,0.0,256.0,1.0
2869,41966,isolet,2,9043,active,ARFF,300.0,2.0,300.0,2.0,618.0,600.0,0.0,0.0,617.0,1.0
2870,41967,cnae-9,2,9043,active,ARFF,120.0,2.0,120.0,2.0,857.0,240.0,0.0,0.0,856.0,1.0
2871,41968,crimecommunitynums,1,9035,active,ARFF,,,,0.0,127.0,1994.0,1871.0,39202.0,127.0,0.0
2872,41969,crimecommunitynums2,1,9035,active,ARFF,,,,0.0,127.0,1994.0,0.0,0.0,127.0,0.0
2873,41971,1DUltrasoundMuscleContractionData,1,8996,active,ARFF,,,,,4.0,212872.0,0.0,0.0,3.0,0.0
2874,41972,Indian_pines,1,9155,active,ARFF,4050.0,8.0,20.0,8.0,221.0,9144.0,0.0,0.0,220.0,1.0
2875,41973,semeion,2,9043,active,ARFF,161.0,2.0,158.0,2.0,257.0,319.0,0.0,0.0,256.0,1.0
2876,41976,TuningSVMs,1,64,active,ARFF,102.0,2.0,54.0,2.0,81.0,156.0,0.0,0.0,80.0,1.0
2877,41977,TuningSVMs,2,64,active,ARFF,98.0,2.0,58.0,2.0,91.0,156.0,0.0,0.0,90.0,1.0
2878,41978,TuningSVMs,3,64,active,ARFF,94.0,2.0,62.0,2.0,81.0,156.0,0.0,0.0,80.0,1.0
2879,41980,SAT11-HAND-runtime-regression,1,8316,active,ARFF,,15.0,,0.0,117.0,4440.0,2715.0,27150.0,116.0,1.0
2880,41981,SAT11-HAND-runtime-classification,1,8316,active,ARFF,91.0,14.0,1.0,14.0,116.0,296.0,181.0,1810.0,115.0,1.0
2881,41982,Kuzushiji-MNIST,1,86,active,arff,7000.0,10.0,7000.0,10.0,785.0,70000.0,0.0,0.0,784.0,1.0
2882,41983,CIFAR-100,1,86,active,arff,600.0,,600.0,100.0,3073.0,60000.0,0.0,0.0,3072.0,1.0
2883,41986,GTSRB-HOG01,1,86,active,arff,3000.0,43.0,270.0,43.0,1569.0,51839.0,0.0,0.0,1568.0,1.0
2884,41988,GTSRB-HOG02,1,86,active,arff,3000.0,43.0,270.0,43.0,1569.0,51839.0,0.0,0.0,1568.0,1.0
2885,41989,GTSRB-HOG03,1,86,active,arff,3000.0,43.0,270.0,43.0,2917.0,51839.0,0.0,0.0,2916.0,1.0
2886,41990,GTSRB-HueHist,1,86,active,arff,3000.0,43.0,270.0,43.0,257.0,51839.0,0.0,0.0,256.0,1.0
2887,41991,Kuzushiji-49,1,86,active,arff,7000.0,49.0,456.0,49.0,785.0,270912.0,0.0,0.0,784.0,1.0
2888,41996,iris,15,348,active,ARFF,,3.0,,,5.0,150.0,0.0,0.0,4.0,1.0
2889,41997,iris,16,348,active,ARFF,50.0,3.0,50.0,3.0,5.0,150.0,0.0,0.0,4.0,1.0
2890,41998,Weather,10,3229,active,arff,9.0,3.0,5.0,2.0,5.0,14.0,0.0,0.0,2.0,3.0
2891,42002,iris,17,348,active,ARFF,,3.0,,,5.0,150.0,0.0,0.0,4.0,1.0
2892,42003,iris,18,348,active,ARFF,50.0,3.0,50.0,3.0,5.0,150.0,0.0,0.0,4.0,1.0
2893,42004,ID,1,9327,active,ARFF,,,,,10.0,1974675.0,1974675.0,1974675.0,9.0,0.0
2894,42006,WebEvaluationss,1,9327,active,ARFF,,,,,10.0,1974675.0,1974675.0,1974675.0,9.0,0.0
2895,42010,iris,19,348,active,ARFF,,3.0,,,5.0,150.0,0.0,0.0,4.0,1.0
2896,42011,iris,20,348,active,ARFF,50.0,3.0,50.0,3.0,5.0,150.0,0.0,0.0,4.0,1.0
2897,42015,iris,21,348,active,ARFF,,3.0,,,5.0,150.0,0.0,0.0,4.0,1.0
2898,42016,iris,22,348,active,ARFF,50.0,3.0,50.0,3.0,5.0,150.0,0.0,0.0,4.0,1.0
2899,42020,iris,23,348,active,ARFF,,3.0,,,5.0,150.0,0.0,0.0,4.0,1.0
2900,42021,iris,24,348,active,ARFF,50.0,3.0,50.0,3.0,5.0,150.0,0.0,0.0,4.0,1.0
2901,42025,iris,25,348,active,ARFF,,3.0,,,5.0,150.0,0.0,0.0,4.0,1.0
2902,42026,iris,26,348,active,ARFF,50.0,3.0,50.0,3.0,5.0,150.0,0.0,0.0,4.0,1.0
2903,42030,iris,27,348,active,ARFF,,3.0,,,5.0,150.0,0.0,0.0,4.0,1.0
2904,42031,iris,28,348,active,ARFF,50.0,3.0,50.0,3.0,5.0,150.0,0.0,0.0,4.0,1.0
2905,42035,iris,29,348,active,ARFF,,3.0,,,5.0,150.0,0.0,0.0,4.0,1.0
2906,42036,iris,30,348,active,ARFF,50.0,3.0,50.0,3.0,5.0,150.0,0.0,0.0,4.0,1.0
2907,42040,iris,31,348,active,ARFF,,3.0,,,5.0,150.0,0.0,0.0,4.0,1.0
2908,42041,iris,32,348,active,ARFF,50.0,3.0,50.0,3.0,5.0,150.0,0.0,0.0,4.0,1.0
2909,42045,iris,33,348,active,ARFF,,3.0,,,5.0,150.0,0.0,0.0,4.0,1.0
2910,42046,iris,34,348,active,ARFF,50.0,3.0,50.0,3.0,5.0,150.0,0.0,0.0,4.0,1.0
2911,42050,iris,35,348,active,ARFF,,3.0,,,5.0,150.0,0.0,0.0,4.0,1.0
2912,42051,iris,36,348,active,ARFF,50.0,3.0,50.0,3.0,5.0,150.0,0.0,0.0,4.0,1.0
2913,42055,iris,37,348,active,ARFF,,3.0,,,5.0,150.0,0.0,0.0,4.0,1.0
2914,42056,iris,38,348,active,ARFF,50.0,3.0,50.0,3.0,5.0,150.0,0.0,0.0,4.0,1.0
2915,42057,airquality,1,348,active,ARFF,,,,,,,,,,
2916,42058,airquality,2,348,active,ARFF,,,,,,,,,,
2917,42059,airquality,3,348,active,ARFF,,,,,,,,,,
2918,42060,subsample_delays_zurich_transport,3,348,active,ARFF,,,,,,,,,,
2919,42065,iris,39,348,active,ARFF,,3.0,,,5.0,150.0,0.0,0.0,4.0,1.0
2920,42066,iris,40,348,active,ARFF,50.0,3.0,50.0,3.0,5.0,150.0,0.0,0.0,4.0,1.0
2921,42070,iris,41,348,active,ARFF,,3.0,,,5.0,150.0,0.0,0.0,4.0,1.0
2922,42071,iris,42,348,active,ARFF,50.0,3.0,50.0,3.0,5.0,150.0,0.0,0.0,4.0,1.0
2923,42072,bot-iot-all-features,1,9177,active,ARFF,,,,0.0,45.0,3668522.0,0.0,0.0,36.0,9.0
2924,42074,wine_reviews,1,3422,active,arff,,,,,10.0,150930.0,111689.0,174477.0,2.0,0.0
2925,42076,kickstarter_projects,1,3422,active,arff,,2.0,,,14.0,331675.0,210.0,210.0,6.0,1.0
2926,42078,beer_reviews,4,5332,active,arff,117586.0,,241.0,104.0,13.0,1586614.0,68136.0,68148.0,9.0,0.0
2927,42079,house_sales,1,3422,active,arff,,,,,20.0,21613.0,0.0,0.0,19.0,0.0
2928,42080,federal_election,1,3422,active,arff,,16607.0,,0.0,21.0,3348209.0,3346742.0,10786577.0,5.0,1.0
2929,42087,beer_reviews,5,5332,active,arff,117586.0,,241.0,104.0,13.0,1586614.0,68136.0,68148.0,9.0,0.0
2930,42088,beer_reviews,6,5332,active,arff,117586.0,,241.0,104.0,13.0,1586614.0,68136.0,68148.0,9.0,0.0
2931,42089,vancouver_employee,1,5332,active,arff,117586.0,,241.0,104.0,13.0,1586614.0,68136.0,68148.0,9.0,0.0
2932,42090,vancouver_employee,2,3422,active,arff,,,,,,,,,,
2933,42091,iris,43,9456,active,ARFF,,3.0,,,5.0,150.0,0.0,0.0,4.0,1.0
2934,42092,house_sales,2,3422,active,arff,,70.0,,0.0,20.0,21613.0,0.0,0.0,18.0,1.0
2935,42093,public_procurement,3,3422,active,arff,,,,,,,,,,
2936,42097,iris,44,7214,active,ARFF,,3.0,,,5.0,150.0,0.0,0.0,4.0,1.0
2937,42098,iris,45,7214,active,ARFF,50.0,3.0,50.0,3.0,5.0,150.0,0.0,0.0,4.0,1.0
2938,42099,lotto,1,9480,active,ARFF,,1153.0,,,11.0,1153.0,0.0,0.0,10.0,1.0
2939,42104,adult_income_p,1,9558,active,ARFF,,41.0,,,17.0,48844.0,3622.0,6495.0,8.0,9.0
2940,42105,default_credit_card_p,1,9558,active,ARFF,,5.0,,,27.0,30000.0,0.0,0.0,24.0,3.0
2941,42106,uci_diabetes_p,1,9558,active,ARFF,,72.0,,,52.0,101766.0,100723.0,192849.0,16.0,33.0
2942,42107,hmeq_p,1,9558,active,ARFF,,6.0,,,15.0,5960.0,2596.0,5271.0,13.0,2.0
2943,42108,kaggle_santander_p,1,9558,active,ARFF,,1000.0,,,203.0,200000.0,0.0,0.0,202.0,1.0
2944,42110,S1,1,9479,active,ARFF,,,,0.0,3.0,5000.0,0.0,0.0,3.0,0.0
2945,42111,S2,1,9479,active,ARFF,,,,0.0,3.0,5000.0,0.0,0.0,3.0,0.0
2946,42112,S3,1,9479,active,ARFF,,,,0.0,3.0,5000.0,0.0,0.0,3.0,0.0
2947,42113,S4,1,9479,active,ARFF,,,,0.0,3.0,5000.0,0.0,0.0,3.0,0.0
2948,42118,public_procurement,4,3422,active,arff,,,,,,,,,,
2949,42121,colleges,9,3422,active,arff,,,,,,,,,,
2950,42123,article_influence,2,3422,active,arff,32.0,3169.0,1.0,3169.0,7.0,3615.0,12.0,48.0,5.0,1.0
2951,42125,employee_salaries,14,5332,active,arff,,37.0,,0.0,13.0,9228.0,8380.0,11169.0,4.0,4.0
2952,42130,medical_charges,5,3422,active,arff,,100.0,,0.0,12.0,163065.0,0.0,0.0,6.0,2.0
2953,42131,medical_charges,6,3422,active,arff,,100.0,,0.0,12.0,163065.0,0.0,0.0,6.0,2.0
2954,42132,Traffic_violations,4,5332,active,arff,789812.0,33.0,899.0,4.0,43.0,1578154.0,1532400.0,8006541.0,3.0,5.0
2955,42133,cacao_flavor,3,3422,active,arff,887.0,,1.0,42.0,9.0,1795.0,0.0,1.0,3.0,0.0
2956,42134,colleges,10,3422,active,arff,,,,,,,,,,
2957,42136,la_crimes,2,5332,active,arff,,,,,,,,,,
2958,42139,public_procurement,5,3422,active,arff,,,,,,,,,,
2959,42140,SVHN_small,1,2,active,arff,1896.0,10.0,625.0,10.0,3073.0,9927.0,0.0,0.0,3072.0,1.0
2960,42141,SVHN_medium,1,2,active,arff,9480.0,10.0,3127.0,10.0,3073.0,49644.0,0.0,0.0,3072.0,1.0
2961,42143,nfl_games,1,9920,active,ARFF,,3386.0,,,12.0,16274.0,0.0,0.0,8.0,4.0
2962,42159,colleges,11,3422,active,arff,,6039.0,,0.0,50.0,7063.0,7063.0,125494.0,33.0,6.0
2963,42160,la_crimes,3,5332,active,arff,,210.0,,0.0,26.0,1468825.0,1468811.0,7881776.0,12.0,7.0
2964,42163,public_procurement,6,3422,active,arff,,,,0.0,75.0,565163.0,565163.0,15247061.0,27.0,0.0
2965,42164,dating_profile,1,3422,active,arff,,,,0.0,31.0,59946.0,55542.0,273249.0,3.0,0.0
2966,42165,house_prices,1,3422,active,arff,,,,0.0,81.0,1460.0,1460.0,6965.0,38.0,0.0
2967,42166,cacao_flavor,4,3422,active,arff,887.0,,1.0,41.0,9.0,1794.0,0.0,0.0,3.0,0.0
2968,42167,stress,1,4030,active,ARFF,159.0,5.0,3.0,3.0,13.0,202.0,172.0,202.0,8.0,5.0
2969,42169,epiparo_extract,1,4030,active,ARFF,123.0,5.0,1.0,6.0,20.0,224.0,143.0,205.0,9.0,11.0
2970,42172,regime_alimentaire,1,4030,active,ARFF,161.0,7.0,41.0,2.0,20.0,202.0,17.0,17.0,3.0,17.0
2971,42175,CreditCardFraudDetection,1,1140,active,arff,,,,0.0,31.0,284807.0,0.0,0.0,31.0,0.0
